"Ano","Pos","Pts","Rodada","Clube"
2006,4,114,1,"Ceará"
2006,4,76,2,"Ceará"
2006,4,88.6666666666667,3,"Ituano"
2006,4,66.5,4,"Coritiba"
2006,4,68.4,5,"Paysandu"
2006,4,69.6666666666667,6,"Coritiba"
2006,4,65.1428571428571,7,"Atlético-MG"
2006,4,66.5,8,"Ituano"
2006,4,63.3333333333333,9,"Coritiba"
2006,4,57,10,"Paysandu"
2006,4,58.7272727272727,11,"Brasiliense"
2006,4,60.1666666666667,12,"Coritiba"
2006,4,64.3076923076923,13,"Coritiba"
2006,4,62.4285714285714,14,"Coritiba"
2006,4,58.2666666666667,15,"Sport"
2006,4,61.75,16,"Sport"
2006,4,58.1176470588235,17,"Paulista"
2006,4,61.2222222222222,18,"Sport"
2006,4,60,19,"Avaí"
2006,4,60.8,20,"Atlético-MG"
2006,4,57.9047619047619,21,"Atlético-MG"
2006,4,60.4545454545455,22,"Atlético-MG"
2006,4,61.1304347826087,23,"Sport"
2006,4,60.1666666666667,24,"Atlético-MG"
2006,4,60.8,25,"Coritiba"
2006,4,59.9230769230769,26,"Paulista"
2006,4,57.7037037037037,27,"Paulista"
2006,4,59.7142857142857,28,"Paulista"
2006,4,58.9655172413793,29,"Paulista"
2006,4,59.5333333333333,30,"Coritiba"
2006,4,60.0645161290323,31,"Náutico"
2006,4,61.75,32,"Náutico"
2006,4,61.030303030303,33,"Náutico"
2006,4,60.3529411764706,34,"América-RN"
2006,4,61.8857142857143,35,"América-RN"
2006,4,63.3333333333333,36,"Náutico"
2006,4,61.6216216216216,37,"América-RN"
2006,4,61,38,"América-RN"
2007,4,114,1,"Fortaleza"
2007,4,76,2,"Criciúma"
2007,4,76,3,"Vitória"
2007,4,66.5,4,"Ponte Preta"
2007,4,68.4,5,"Vitória"
2007,4,69.6666666666667,6,"Ponte Preta"
2007,4,65.1428571428571,7,"Vitória"
2007,4,66.5,8,"Brasiliense"
2007,4,63.3333333333333,9,"Vitória"
2007,4,68.4,10,"Brasiliense"
2007,4,62.1818181818182,11,"Vitória"
2007,4,63.3333333333333,12,"Coritiba"
2007,4,61.3846153846154,13,"Vitória"
2007,4,62.4285714285714,14,"Marília"
2007,4,63.3333333333333,15,"Brasiliense"
2007,4,66.5,16,"Brasiliense"
2007,4,62.5882352941176,17,"Brasiliense"
2007,4,61.2222222222222,18,"Brasiliense"
2007,4,60,19,"Vitória"
2007,4,60.8,20,"Marília"
2007,4,59.7142857142857,21,"Marília"
2007,4,58.7272727272727,22,"Marília"
2007,4,61.1304347826087,23,"Ipatinga"
2007,4,63.3333333333333,24,"Brasiliense"
2007,4,60.8,25,"Portuguesa"
2007,4,59.9230769230769,26,"Criciúma"
2007,4,59.1111111111111,27,"Criciúma"
2007,4,61.0714285714286,28,"Portuguesa"
2007,4,61.5862068965517,29,"Ipatinga"
2007,4,60.8,30,"Criciúma"
2007,4,61.2903225806452,31,"Vitória"
2007,4,60.5625,32,"Vitória"
2007,4,59.8787878787879,33,"Ipatinga"
2007,4,61.4705882352941,34,"Ipatinga"
2007,4,59.7142857142857,35,"Vitória"
2007,4,61.2222222222222,36,"Vitória"
2007,4,60.5945945945946,37,"Vitória"
2007,4,59,38,"Vitória"
2008,4,114,1,"Corinthians"
2008,4,76,2,"Brasiliense"
2008,4,76,3,"Vila Nova"
2008,4,66.5,4,"Fortaleza"
2008,4,60.8,5,"Fortaleza"
2008,4,63.3333333333333,6,"Ceará"
2008,4,65.1428571428571,7,"Juventude"
2008,4,71.25,8,"Juventude"
2008,4,67.5555555555556,9,"Vila Nova"
2008,4,68.4,10,"Juventude"
2008,4,69.0909090909091,11,"Avaí"
2008,4,72.8333333333333,12,"Avaí"
2008,4,67.2307692307692,13,"Barueri"
2008,4,65.1428571428571,14,"Barueri"
2008,4,65.8666666666667,15,"Ponte Preta"
2008,4,61.75,16,"Ponte Preta"
2008,4,64.8235294117647,17,"Vila Nova"
2008,4,63.3333333333333,18,"Santo André"
2008,4,64,19,"Ponte Preta"
2008,4,66.5,20,"Vila Nova"
2008,4,66.9523809523809,21,"Santo André"
2008,4,69.0909090909091,22,"Santo André"
2008,4,69.3913043478261,23,"Avaí"
2008,4,68.0833333333333,24,"Santo André"
2008,4,68.4,25,"Avaí"
2008,4,67.2307692307692,26,"Avaí"
2008,4,66.1481481481482,27,"Avaí"
2008,4,65.1428571428571,28,"Barueri"
2008,4,65.5172413793103,29,"Avaí"
2008,4,64.6,30,"Barueri"
2008,4,62.5161290322581,31,"Barueri"
2008,4,64.125,32,"Vila Nova"
2008,4,63.3333333333333,33,"Santo André"
2008,4,61.4705882352941,34,"Vila Nova"
2008,4,61.8857142857143,35,"Barueri"
2008,4,63.3333333333333,36,"Barueri"
2008,4,64.7027027027027,37,"Barueri"
2008,4,63,38,"Barueri"
2009,4,114,1,"Bragantino"
2009,4,114,2,"Guarani"
2009,4,76,3,"Figueirense"
2009,4,85.5,4,"Brasiliense"
2009,4,76,5,"Vasco"
