ano,rodada,data,mandante,gm,gv,visitante,local,perda_pontos_m,perda_pontos_v
2006,1,2006-04-15,Avaí,1,2,Sport,Ressacada,,
2006,1,2006-04-15,Ceará,2,1,Paysandu,Castelão,,
2006,1,2006-04-15,Portuguesa,1,1,São Raimundo,Canindé,,
2006,1,2006-04-15,Marília,1,1,Atlético-MG,Bento de Abreu,,
2006,1,2006-04-15,América-RN,1,2,Ituano,Machadão,,
2006,1,2006-04-15,Paulista,1,0,Santo André,Jaime Cintra,,
2006,1,2006-04-15,Remo,1,2,Coritiba,Baenão (*PF),,
2006,1,2006-04-15,Gama,2,0,Vila Nova,Mané Garrincha,,
2006,1,2006-04-15,Náutico,3,2,Brasiliense,Arruda (*PF),,
2006,1,2006-04-15,Guarani,3,2,CRB,Brinco de Ouro,,
2006,2,2006-04-18,Sport,3,0,Gama,Ilha do Retiro,,
2006,2,2006-04-18,Santo André,1,1,Marília,Bruno José Daniel,,
2006,2,2006-04-21,Paysandu,1,0,América-RN,Curuzú (*PF),,
2006,2,2006-04-21,CRB,1,0,Portuguesa,Rei Pelé,,
2006,2,2006-04-22,Vila Nova,1,2,Remo,Serra Dourada,,
2006,2,2006-04-22,Coritiba,1,1,Guarani,Couto Pereira,,
2006,2,2006-04-22,Brasiliense,1,1,Ceará,Boca do Jacaré,,
2006,2,2006-04-22,Atlético-MG,3,1,Náutico,Mineirão,,
2006,2,2006-04-22,São Raimundo,0,0,Avaí,Vivaldão,,
2006,2,2006-04-23,Ituano,1,1,Paulista,Décio Vitta,,
2006,3,2006-04-25,Náutico,3,2,Paysandu,Aflitos,,
2006,3,2006-04-25,Santo André,0,1,Sport,Bruno José Daniel,,
2006,3,2006-04-28,América-RN,2,1,Brasiliense,Machadão,,
2006,3,2006-04-28,Gama,1,1,Paulista,Mané Garrincha,,
2006,3,2006-04-29,Atlético-MG,5,0,CRB,Mineirão,,
2006,3,2006-04-29,Marília,0,0,Avaí,Bento de Abreu,,
2006,3,2006-04-29,Coritiba,3,0,Portuguesa,Couto Pereira,,
2006,3,2006-04-29,Vila Nova,0,1,Ituano,Serra Dourada,,
2006,3,2006-04-29,Remo,1,1,Ceará,Baenão (*PF),,
2006,3,2006-04-29,São Raimundo,1,1,Guarani,Vivaldão,,
2006,4,2006-05-02,Sport,3,1,Remo,Ilha do Retiro,,
2006,4,2006-05-02,Avaí,1,0,Vila Nova,Ressacada,,
2006,4,2006-05-05,Portuguesa,4,0,América-RN,Canindé,,
2006,4,2006-05-05,Ceará,1,1,Santo André,Presidente Vargas,,
2006,4,2006-05-06,Ituano,2,2,Marília,Palma Travassos,,
2006,4,2006-05-06,CRB,1,1,Gama,Rei Pelé,,
2006,4,2006-05-06,Paulista,1,1,Atlético-MG,Jaime Cintra,,
2006,4,2006-05-06,Guarani,2,2,Náutico,Brinco de Ouro,,
2006,4,2006-05-06,Paysandu,1,0,São Raimundo,Curuzú (*PF),,
2006,4,2006-05-06,Brasiliense,4,1,Coritiba,Boca do Jacaré,,
2006,5,2006-05-09,CRB,5,1,São Raimundo,Rei Pelé,,
2006,5,2006-05-09,Paysandu,3,1,Santo André,Curuzú (*PF),,
2006,5,2006-05-09,Ceará,0,2,Paulista,Presidente Vargas,,
2006,5,2006-05-09,Marília,2,1,América-RN,Bento de Abreu,,
2006,5,2006-05-12,Náutico,2,3,Vila Nova,Aflitos,,
2006,5,2006-05-12,Guarani,2,2,Avaí,Brinco de Ouro,,
2006,5,2006-05-13,Coritiba,1,1,Sport,Couto Pereira,,
2006,5,2006-05-13,Atlético-MG,3,1,Remo,Mineirão,,
2006,5,2006-05-13,Gama,1,0,Portuguesa,Mané Garrincha,,
2006,5,2006-05-13,Ituano,3,2,Brasiliense,Santa Cruz,,
2006,6,2006-05-16,Paulista,1,1,Marília,Jaime Cintra,,
2006,6,2006-05-16,Remo,2,0,Guarani,Baenão *(PF),,
2006,6,2006-05-19,Brasiliense,4,0,Paysandu,Boca do Jacaré,,
2006,6,2006-05-19,Atlético-MG,1,2,Ituano,Mineirão,,
2006,6,2006-05-20,Avaí,1,0,Gama,Ressacada,,
2006,6,2006-05-20,Santo André,0,0,Portuguesa,Bruno José Daniel,,
2006,6,2006-05-20,América-RN,2,0,Sport,Machadão,,
2006,6,2006-05-20,Vila Nova,3,1,CRB,Serra Dourada,,
2006,6,2006-05-20,Náutico,2,1,Ceará,Aflitos,,
2006,6,2006-05-20,São Raimundo,1,2,Coritiba,Vivaldão,,
2006,7,2006-05-23,CRB,2,1,Paysandu,Coaracy da Mata (*PF),,
2006,7,2006-05-23,Avaí,0,0,Ceará,Ressacada,,
2006,7,2006-05-23,Remo,0,0,Náutico,Mangueirão,,
2006,7,2006-05-23,Portuguesa,2,1,Marília,Canindé,,
2006,7,2006-05-23,Vila Nova,1,3,Santo André,Serra Dourada,,
2006,7,2006-05-23,Guarani,3,1,Paulista,Brinco de Ouro,,
2006,7,2006-05-23,Coritiba,3,1,Ituano,Couto Pereira,,
2006,7,2006-05-23,Sport,0,0,Atlético-MG,Ilha do Retiro,,
2006,7,2006-05-23,Gama,2,1,América-RN,Mané Garrincha,,
2006,7,2006-05-23,São Raimundo,1,0,Brasiliense,Vivaldão,,
2006,8,2006-05-26,Paulista,0,1,Avaí,Jaime Cintra,,
2006,8,2006-05-26,Ceará,2,1,Gama,Castelão,,
2006,8,2006-05-27,Brasiliense,4,1,CRB,Boca do Jacaré,,
2006,8,2006-05-27,Atlético-MG,1,1,Vila Nova,Mineirão,,
2006,8,2006-05-27,Ituano,1,2,São Raimundo,Novelli Júnior,,
2006,8,2006-05-27,Santo André,2,1,Coritiba,Bruno José Daniel,,
2006,8,2006-05-27,Marília,1,0,Guarani,Bento de Abreu,,
2006,8,2006-05-27,Paysandu,0,1,Sport,Mangueirão,,
2006,8,2006-05-27,Náutico,2,0,Portuguesa,Aflitos,,
2006,8,2006-05-27,América-RN,3,0,Remo,Machadão,,
2006,9,2006-05-30,CRB,1,2,Náutico,Rei Pelé,,
2006,9,2006-05-30,Avaí,1,0,Santo André,Ressacada,,
2006,9,2006-05-30,Remo,2,2,Brasiliense,Mangueirão,,
2006,9,2006-05-30,Portuguesa,2,6,Paysandu,Canindé,,
2006,9,2006-05-30,Vila Nova,2,1,Paulista,Serra Dourada,,
2006,9,2006-05-30,Guarani,0,0,Atlético-MG,Brinco de Ouro,,
2006,9,2006-05-30,Coritiba,1,1,Ceará,Couto Pereira,,
2006,9,2006-05-30,Sport,1,1,Marília,Ilha do Retiro,,
2006,9,2006-05-30,Gama,1,0,Ituano,Mané Garrincha,,
2006,9,2006-05-30,São Raimundo,1,1,América-RN,Vivaldão,,
2006,10,2006-06-02,Portuguesa,0,1,Guarani,Canindé,,
2006,10,2006-06-02,Avaí,1,0,Remo,Ressacada,,
2006,10,2006-06-03,Brasiliense,1,0,Atlético-MG,Boca do Jacaré,,
2006,10,2006-06-03,Paulista,1,0,Náutico,Jaime Cintra,,
2006,10,2006-06-03,Sport,1,2,CRB,Ilha do Retiro,,
2006,10,2006-06-03,Santo André,2,1,Ituano,Bruno José Daniel,,
2006,10,2006-06-03,Marília,1,0,Coritiba,Bento de Abreu,,
2006,10,2006-06-03,Paysandu,3,1,Gama,Mangueirão,,
2006,10,2006-06-03,São Raimundo,1,1,Vila Nova,Vivaldão,,
2006,10,2006-06-03,América-RN,3,1,Ceará,Machadão,,
2006,11,2006-07-11,CRB,2,2,Coritiba,Rei Pelé,,
2006,11,2006-07-11,Brasiliense,2,0,Avaí,Boca do Jacaré,,
2006,11,2006-07-11,Remo,1,2,Portuguesa,Mangueirão,,
2006,11,2006-07-11,Ituano,1,1,Paysandu,Novelli Júnior,,
2006,11,2006-07-11,Vila Nova,1,1,Sport,Serra Dourada,,
2006,11,2006-07-11,Guarani,3,1,Gama,Brinco de Ouro,,
2006,11,2006-07-11,Atlético-MG,1,1,Santo André,Mineirão,,
2006,11,2006-07-11,Paulista,1,0,São Raimundo,Jaime Cintra,,
2006,11,2006-07-11,Ceará,1,1,Marília,Castelão,,
2006,11,2006-07-11,Náutico,1,0,América-RN,Aflitos,,
2006,12,2006-07-14,Portuguesa,1,1,Brasiliense,Canindé,,
2006,12,2006-07-14,Vila Nova,2,1,Marília,Serra Dourada,,
2006,12,2006-07-15,Gama,3,3,Santo André,Mané Garrincha,,
2006,12,2006-07-15,Avaí,2,0,Atlético-MG,Ressacada,,
2006,12,2006-07-15,Remo,0,5,Ituano,Mangueirão,,
2006,12,2006-07-15,Guarani,1,1,Paysandu,Brinco de Ouro,,
2006,12,2006-07-15,Coritiba,2,1,Paulista,Couto Pereira,,
2006,12,2006-07-15,CRB,4,2,América-RN,Rei Pelé,,
2006,12,2006-07-15,Náutico,2,1,Sport,Aflitos,,
2006,12,2006-07-15,São Raimundo,1,0,Ceará,Vivaldão,,
2006,13,2006-07-18,Paysandu,1,1,Avaí,Mangueirão,,
2006,13,2006-07-18,Santo André,3,0,Remo,Bruno José Daniel,,
2006,13,2006-07-21,Brasiliense,1,0,Guarani,Boca do Jacaré,,
2006,13,2006-07-21,Atlético-MG,4,2,Gama,Mineirão,,
2006,13,2006-07-22,Ituano,1,1,Portuguesa,Novelli Júnior,,
2006,13,2006-07-22,Coritiba,2,1,Vila Nova,Couto Pereira,,
2006,13,2006-07-22,Marília,4,0,Náutico,Bento de Abreu,,
2006,13,2006-07-22,Sport,1,0,São Raimundo,Ilha do Retiro,,
2006,13,2006-07-22,Ceará,0,0,CRB,Castelão,,
2006,13,2006-07-22,América-RN,1,0,Paulista,Machadão,,
2006,14,2006-07-25,Avaí,2,0,Ituano,Ressacada,,
2006,14,2006-07-25,Marília,3,2,São Raimundo,Bento de Abreu,,
2006,14,2006-07-25,Paulista,2,2,CRB,Jaime Cintra,,
2006,14,2006-07-28,Guarani,0,0,Santo André,Brinco de Ouro,,
2006,14,2006-07-28,Remo,0,2,Paysandu,Mangueirão,,
2006,14,2006-07-29,Atlético-MG,2,1,Portuguesa,Mineirão,,
2006,14,2006-07-29,Ceará,2,2,Sport,Castelão,,
2006,14,2006-07-29,Brasiliense,0,2,Gama,Boca do Jacaré,,
2006,14,2006-07-29,Náutico,2,2,Coritiba,Aflitos,,
2006,14,2006-07-29,América-RN,2,0,Vila Nova,Machadão,,
2006,15,2006-08-01,Vila Nova,2,1,Ceará,Serra Dourada,,
2006,15,2006-08-01,Gama,4,3,Remo,Mané Garrincha,,
2006,15,2006-08-04,Coritiba,5,1,América-RN,Couto Pereira,,
2006,15,2006-08-04,Sport,1,2,Paulista,Ilha do Retiro,,
2006,15,2006-08-05,Portuguesa,0,0,Avaí,Canindé,,
2006,15,2006-08-05,Ituano,2,2,Guarani,Novelli Júnior,,
2006,15,2006-08-05,Paysandu,2,2,Atlético-MG,Mangueirão,,
2006,15,2006-08-05,Santo André,1,0,Brasiliense,Bruno José Daniel,,
2006,15,2006-08-05,CRB,2,2,Marília,Rei Pelé,,
2006,15,2006-08-05,São Raimundo,2,2,Náutico,Vivaldão,,
2006,16,2006-08-08,Portuguesa,2,4,Paulista,Canindé,,
2006,16,2006-08-08,Avaí,3,2,América-RN,Ressacada,,
2006,16,2006-08-08,Remo,3,1,Marília,Mangueirão,,
2006,16,2006-08-08,São Raimundo,2,2,Atlético-MG,Vivaldão,,
2006,16,2006-08-11,Coritiba,1,0,Paysandu,Couto Pereira,,
2006,16,2006-08-11,Sport,2,0,Ituano,Ilha do Retiro,,
2006,16,2006-08-12,Gama,1,3,Náutico,Boca do Jacaré *(PF),,
2006,16,2006-08-12,Guarani,2,1,Ceará,Brinco de Ouro,3,0
2006,16,2006-08-12,CRB,3,0,Santo André,Rei Pelé,,
2006,16,2006-08-12,Vila Nova,2,0,Brasiliense,Serra Dourada,,
2006,17,2006-08-15,América-RN,3,1,Guarani,Machadão,,
2006,17,2006-08-15,Brasiliense,2,0,Sport,Boca do Jacaré,,
2006,17,2006-08-15,Paulista,3,1,Remo,Jaime Cintra,,
2006,17,2006-08-15,Ituano,0,1,CRB,Novelli Júnior,,
2006,17,2006-08-15,Paysandu,2,1,Vila Nova,Mangueirão,,
2006,17,2006-08-15,Marília,2,0,Gama,Bento de Abreu,,
2006,17,2006-08-15,Atlético-MG,2,1,Coritiba,Mineirão,,
2006,17,2006-08-15,Santo André,4,1,São Raimundo,Bruno José Daniel,,
2006,17,2006-08-15,Ceará,1,2,Portuguesa,Castelão,,
2006,17,2006-08-15,Náutico,4,1,Avaí,Aflitos,,
2006,18,2006-08-18,Atlético-MG,3,0,Ceará,Mineirão,,
2006,18,2006-08-18,Vila Nova,2,2,Portuguesa,Serra Dourada,,
2006,18,2006-08-19,Coritiba,2,1,Gama,Couto Pereira,,
2006,18,2006-08-19,Ituano,1,1,Náutico,Novelli Júnior,,
2006,18,2006-08-19,Paysandu,1,1,Paulista,Mangueirão,,
2006,18,2006-08-19,Santo André,1,0,América-RN,Bruno José Daniel,,
2006,18,2006-08-19,Sport,8,1,Guarani,Ilha do Retiro,,
2006,18,2006-08-19,CRB,2,0,Avaí,Rei Pelé,,
2006,18,2006-08-19,São Raimundo,1,0,Remo,Vivaldão,,
2006,19,2006-08-22,Portuguesa,1,1,Sport,Canindé,,
2006,19,2006-08-22,Ceará,2,2,Ituano,Castelão,,
2006,19,2006-08-25,Guarani,2,1,Vila Nova,Brinco de Ouro,,
2006,19,2006-08-25,Náutico,2,0,Santo André,Aflitos,,
2006,19,2006-08-26,América-RN,3,2,Atlético-MG,Machadão,,
2006,19,2006-08-26,Avaí,1,2,Coritiba,Ressacada,,
2006,19,2006-08-26,Paulista,1,1,Brasiliense,Jaime Cintra,,
2006,19,2006-08-26,Gama,1,0,São Raimundo,Boca do Jacaré *(PF),,
2006,19,2006-08-26,Marília,4,1,Paysandu,Bruno José Daniel,,
2006,19,2006-08-26,Remo,1,0,CRB,Mangueirão,,
2006,20,2006-08-29,CRB,1,1,Guarani,Rei Pelé,,
2006,20,2006-08-29,Vila Nova,0,1,Gama,Serra Dourada,,
2006,20,2006-09-01,Atlético-MG,2,0,Marília,Mineirão,,
2006,20,2006-09-01,Coritiba,3,2,Remo,Couto Pereira,,
2006,20,2006-09-02,Brasiliense,1,0,Náutico,Boca do Jacaré,,
2006,20,2006-09-02,Sport,2,0,Avaí,Ilha do Retiro,,
2006,20,2006-09-02,Ituano,0,1,América-RN,Novelli Júnior,,
2006,20,2006-09-02,Paysandu,1,2,Ceará,Mangueirão,,
2006,20,2006-09-02,Santo André,2,0,Paulista,Bruno José Daniel,,
2006,20,2006-09-02,São Raimundo,2,0,Portuguesa,Vivaldão,,
2006,21,2006-09-05,Náutico,3,0,Atlético-MG,Aflitos,,
2006,21,2006-09-05,Portuguesa,1,0,CRB,Canindé,,
2006,21,2006-09-05,América-RN,0,1,Paysandu,Machadão,,
2006,21,2006-09-05,Gama,0,1,Sport,Mané Garrincha (*PF),,
2006,21,2006-09-05,Avaí,0,1,São Raimundo,Ressacada,,
2006,21,2006-09-05,Marília,2,0,Santo André,Bento de Abreu,,
2006,21,2006-09-05,Guarani,1,0,Coritiba,Brinco de Ouro,,
2006,21,2006-09-05,Paulista,2,2,Ituano,Jaime Cintra,,
2006,21,2006-09-05,Remo,4,1,Vila Nova,Mangueirão,,
2006,21,2006-09-05,Ceará,2,1,Brasiliense,Pres Vargas (*PF),,
2006,22,2006-09-08,Guarani,3,1,São Raimundo,Brinco de Ouro,,
2006,22,2006-09-08,Sport,0,0,Santo André,Ilha do Retiro,,
2006,22,2006-09-09,Portuguesa,2,2,Coritiba,Canindé,,
2006,22,2006-09-09,CRB,0,1,Atlético-MG,Rei Pelé,,
2006,22,2006-09-09,Paysandu,1,0,Náutico,Mangueirão,,
2006,22,2006-09-09,Ceará,1,1,Remo,Castelão,,
2006,22,2006-09-09,Brasiliense,2,4,América-RN,Boca do Jacaré,,
2006,22,2006-09-09,Paulista,4,3,Gama,Jaime Cintra,,
2006,22,2006-09-09,Avaí,2,0,Marília,Ressacada,,
2006,22,2006-09-09,Ituano,1,1,Vila Nova,Novelli Júnior,,
2006,23,2006-09-12,Náutico,4,1,Guarani,Aflitos,,
2006,23,2006-09-12,Santo André,1,1,Ceará,Bruno José Daniel,,
2006,23,2006-09-12,América-RN,2,0,Portuguesa,Machadão,,
2006,23,2006-09-12,Gama,3,2,CRB,Mané Garrincha (*PF),,
2006,23,2006-09-12,Atlético-MG,2,0,Paulista,Mineirão,,
2006,23,2006-09-12,Marília,0,1,Ituano,Bento de Abreu,,
2006,23,2006-09-12,Coritiba,0,2,Brasiliense,Couto Pereira,,
2006,23,2006-09-12,Vila Nova,2,0,Avaí,Serra Dourada,,
2006,23,2006-09-12,Remo,2,0,Sport,Mangueirão,,
2006,23,2006-09-12,São Raimundo,1,1,Paysandu,Vivaldão,,
2006,24,2006-09-15,Santo André,1,1,Paysandu,Bruno José Daniel,,
2006,24,2006-09-15,Vila Nova,1,0,Náutico,Serra Dourada,,
2006,24,2006-09-16,Sport,2,0,Coritiba,Ilha do Retiro,,
2006,24,2006-09-16,Remo,2,1,Atlético-MG,Mangueirão,,
2006,24,2006-09-16,Brasiliense,2,0,Ituano,Boca do Jacaré,,
2006,24,2006-09-16,Portuguesa,0,0,Gama,Parque Antártica,,
2006,24,2006-09-16,Avaí,2,1,Guarani,Ressacada,,
2006,24,2006-09-16,Paulista,4,0,Ceará,Jaime Cintra,,
2006,24,2006-09-16,São Raimundo,2,0,CRB,Vivaldão,,
2006,24,2006-09-16,América-RN,1,0,Marília,Machadão,,
2006,25,2006-09-19,Portuguesa,2,3,Santo André,Canindé,,
2006,25,2006-09-19,CRB,2,3,Vila Nova,Rei Pelé,,
2006,25,2006-09-19,Ceará,1,1,Náutico,Castelão,,
2006,25,2006-09-19,Gama,3,1,Avaí,Mané Garrincha,,
2006,25,2006-09-19,Ituano,1,2,Atlético-MG,Novelli Júnior,,
2006,25,2006-09-19,Marília,0,3,Paulista,Bento de Abreu,,
2006,25,2006-09-19,Coritiba,0,0,São Raimundo,Couto Pereira,,
2006,25,2006-09-19,Sport,2,0,América-RN,Ilha do Retiro,,
2006,25,2006-09-19,Paysandu,1,0,Brasiliense,Curuzú,,
2006,25,2006-09-19,Guarani,0,1,Remo,Brinco de Ouro,,
2006,26,2006-09-22,Náutico,2,0,Remo,Aflitos,,
2006,26,2006-09-22,Ituano,2,1,Coritiba,Novelli Júnior,,
2006,26,2006-09-23,Atlético-MG,2,0,Sport,Mineirão,,
2006,26,2006-09-23,Ceará,3,2,Avaí,Castelão,,
2006,26,2006-09-23,Santo André,2,2,Vila Nova,Bruno José Daniel,,
2006,26,2006-09-23,Paulista,2,1,Guarani,Jaime Cintra,,
2006,26,2006-09-23,Paysandu,0,2,CRB,Mangueirão,,
2006,26,2006-09-23,Marília,4,0,Portuguesa,Bento de Abreu,,
2006,26,2006-09-23,Brasiliense,4,1,São Raimundo,Boca do Jacaré,,
2006,26,2006-09-23,América-RN,5,1,Gama,Machadão,,
2006,27,2006-09-26,Avaí,1,0,Paulista,Ressacada,,
2006,27,2006-09-26,Gama,1,2,Ceará,Mané Garrincha,,
2006,27,2006-09-29,Portuguesa,1,0,Náutico,Canindé,,
2006,27,2006-09-29,CRB,4,3,Brasiliense,Rei Pelé,,
2006,27,2006-09-29,São Raimundo,0,1,Ituano,Vivaldão,,
2006,27,2006-09-29,Sport,4,2,Paysandu,Ilha do Retiro,,
2006,27,2006-09-29,Coritiba,0,0,Santo André,Couto Pereira,,
2006,27,2006-09-29,Vila Nova,1,1,Atlético-MG,Serra Dourada,,
2006,27,2006-09-29,Remo,2,0,América-RN,Mangueirão,,
2006,27,2006-09-30,Guarani,1,4,Marília,Brinco de Ouro,,
2006,28,2006-10-03,Brasiliense,2,0,Remo,Boca do Jacaré,,
2006,28,2006-10-03,Atlético-MG,4,1,Guarani,Mineirão,,
2006,28,2006-10-03,Ceará,2,0,Coritiba,Castelão,,
2006,28,2006-10-03,Santo André,3,1,Avaí,Bruno José Daniel,,
2006,28,2006-10-03,Ituano,1,0,Gama,Novelli Júnior,,
2006,28,2006-10-03,Marília,2,2,Sport,Bento de Abreu,,
2006,28,2006-10-03,Náutico,3,2,CRB,Aflitos,,
2006,28,2006-10-03,Paulista,5,1,Vila Nova,Jaime Cintra,,
2006,28,2006-10-03,Paysandu,1,3,Portuguesa,Mangueirão,,
2006,28,2006-10-03,América-RN,2,1,São Raimundo,Machadão,,
2006,29,2006-10-06,Guarani,3,1,Portuguesa,Brinco de Ouro,,
2006,29,2006-10-06,Náutico,3,3,Paulista,Aflitos,,
2006,29,2006-10-07,Atlético-MG,1,0,Brasiliense,Mineirão,,
2006,29,2006-10-07,CRB,1,1,Sport,Rei Pelé,,
2006,29,2006-10-07,Gama,3,1,Paysandu,Mané Garrincha,,
2006,29,2006-10-07,Ituano,0,0,Santo André,Novelli Júnior,,
2006,29,2006-10-07,Remo,2,0,Avaí,Mangueirão,,
2006,29,2006-10-07,Coritiba,6,2,Marília,Couto Pereira,,
2006,29,2006-10-07,Vila Nova,1,1,São Raimundo,Serra Dourada,,
2006,29,2006-10-07,Ceará,4,2,América-RN,Castelão,,
2006,30,2006-10-10,Portuguesa,3,1,Remo,Canindé,,
2006,30,2006-10-10,Sport,3,0,Vila Nova,Ilha do Retiro,,
2006,30,2006-10-13,Coritiba,2,1,CRB,Couto Pereira,,
2006,30,2006-10-13,Avaí,1,1,Brasiliense,Ressacada,,
2006,30,2006-10-14,América-RN,3,1,Náutico,Machadão,,
2006,30,2006-10-14,Santo André,1,2,Atlético-MG,Bruno José Daniel,,
2006,30,2006-10-14,Paysandu,2,1,Ituano,Curuzú,,
2006,30,2006-10-14,Marília,3,3,Ceará,Bento de Abreu,,
2006,30,2006-10-14,Gama,2,2,Guarani,Mané Garrincha,,
2006,30,2006-10-14,São Raimundo,4,1,Paulista,Vivaldão,,
2006,18,2006-10-17,Brasiliense,1,0,Marília,Boca do Jacaré,,
2006,31,2006-10-17,Ituano,1,1,Remo,Novelli Júnior,,
2006,31,2006-10-20,Brasiliense,1,1,Portuguesa,Boca do Jacaré,,
2006,31,2006-10-20,Santo André,1,0,Gama,Bruno José Daniel,,
2006,31,2006-10-21,Paulista,2,0,Coritiba,Jaime Cintra,,
2006,31,2006-10-21,Atlético-MG,4,1,Avaí,Mineirão,,
2006,31,2006-10-21,Sport,2,0,Náutico,Ilha do Retiro,,
2006,31,2006-10-21,Paysandu,2,2,Guarani,Mangueirão,,
2006,31,2006-10-21,Ceará,1,0,São Raimundo,Presidente Vargas,,
2006,31,2006-10-21,Marília,2,1,Vila Nova,Bento de Abreu,,
2006,31,2006-10-21,América-RN,2,1,CRB,Machadão,,
2006,32,2006-10-24,Guarani,2,2,Brasiliense,Brinco de Ouro,,
2006,32,2006-10-24,Náutico,2,1,Marília,Aflitos,,
2006,32,2006-10-27,Vila Nova,1,5,Coritiba,Serra Dourada,,
2006,32,2006-10-27,Avaí,2,1,Paysandu,Ressacada,,
2006,32,2006-10-28,Portuguesa,1,2,Ituano,Canindé,,
2006,32,2006-10-28,Remo,1,1,Santo André,Baenão,,
2006,32,2006-10-28,Gama,2,1,Atlético-MG,Mané Garrincha,,
2006,32,2006-10-28,Paulista,0,1,América-RN,Jaime Cintra,,
2006,32,2006-10-28,CRB,1,1,Ceará,Rei Pelé,,
2006,32,2006-10-28,São Raimundo,0,1,Sport,Vivaldão,,
2006,33,2006-10-31,Gama,3,2,Brasiliense,Mané Garrincha,,
2006,33,2006-10-31,Portuguesa,1,1,Atlético-MG,Canindé,,
2006,33,2006-10-31,Coritiba,1,1,Náutico,Couto Pereira,,
2006,33,2006-10-31,Santo André,1,0,Guarani,Bruno José Daniel,,
2006,33,2006-10-31,Ituano,0,0,Avaí,Novelli Júnior,,
2006,33,2006-10-31,Vila Nova,0,0,América-RN,Serra Dourada,,
2006,33,2006-10-31,CRB,3,4,Paulista,Rei Pelé,,
2006,33,2006-10-31,Sport,1,0,Ceará,Ilha do Retiro,,
2006,33,2006-10-31,Paysandu,1,3,Remo,Mangueirão,,
2006,33,2006-10-31,São Raimundo,4,3,Marília,Vivaldão,,
2006,34,2006-11-03,Náutico,5,1,São Raimundo,Aflitos,,
2006,34,2006-11-03,Paulista,2,0,Sport,Jaime Cintra,,
2006,34,2006-11-04,Brasiliense,6,1,Santo André,Boca do Jacaré,,
2006,34,2006-11-04,Avaí,1,1,Portuguesa,Ressacada,,
2006,34,2006-11-04,Atlético-MG,3,0,Paysandu,Mineirão,,
2006,34,2006-11-04,Remo,3,1,Gama,Mangueirão,,
2006,34,2006-11-04,Guarani,1,1,Ituano,Brinco de Ouro,,
2006,34,2006-11-04,América-RN,0,0,Coritiba,Machadão,,
2006,34,2006-11-04,Ceará,1,2,Vila Nova,Presidente Vargas,,
2006,34,2006-11-04,Marília,2,1,CRB,Bento de Abreu,,
2006,35,2006-11-07,Brasiliense,4,1,Vila Nova,Boca do Jacaré,,
2006,35,2006-11-07,Atlético-MG,4,0,São Raimundo,Mineirão,,
2006,35,2006-11-07,Paulista,0,2,Portuguesa,Jaime Cintra,,
2006,35,2006-11-07,Santo André,2,1,CRB,Bruno José Daniel,,
2006,35,2006-11-07,Ituano,1,1,Sport,Novelli Júnior,,
2006,35,2006-11-07,América-RN,3,0,Avaí,Machadão,,
2006,35,2006-11-07,Marília,2,0,Remo,Bento de Abreu,,
2006,35,2006-11-07,Ceará,0,0,Guarani,Presidente Vargas,,
2006,35,2006-11-07,Paysandu,1,3,Coritiba,Mangueirão,,
2006,35,2006-11-07,Náutico,1,0,Gama,Aflitos,,
2006,36,2006-11-10,Sport,3,0,Brasiliense,Ilha do Retiro,,
2006,36,2006-11-10,Remo,2,2,Paulista,Baenão,,
2006,36,2006-11-11,Coritiba,2,3,Atlético-MG,Couto Pereira,,
2006,36,2006-11-11,Avaí,1,1,Náutico,Ressacada,,
2006,36,2006-11-11,Portuguesa,2,4,Ceará,Canindé,,
2006,36,2006-11-11,Vila Nova,2,1,Paysandu,Serra Dourada,,
2006,36,2006-11-11,Gama,3,0,Marília,Mané Garrincha,,
2006,36,2006-11-11,Guarani,1,2,América-RN,Brinco de Ouro,,
2006,36,2006-11-11,CRB,3,4,Ituano,Rei Pelé,,
2006,36,2006-11-11,São Raimundo,3,2,Santo André,Vivaldão,,
2006,37,2006-11-18,Paulista,9,0,Paysandu,Jaime Cintra,,
2006,37,2006-11-18,Remo,3,0,São Raimundo,Baenão,,
2006,37,2006-11-18,Portuguesa,2,0,Vila Nova,Canindé,,
2006,37,2006-11-18,Avaí,1,2,CRB,Ressacada,,
2006,37,2006-11-18,Gama,1,1,Coritiba,Mané Garrincha,,
2006,37,2006-11-18,Ceará,0,1,Atlético-MG,Castelão,,
2006,37,2006-11-18,Guarani,2,0,Sport,Brinco de Ouro,,
2006,37,2006-11-18,América-RN,1,2,Santo André,Machadão,,
2006,37,2006-11-18,Marília,1,1,Brasiliense,Bento de Abreu,,
2006,37,2006-11-18,Náutico,2,0,Ituano,Aflitos,,
2006,38,2006-11-25,Atlético-MG,2,2,América-RN,Mineirão,,
2006,38,2006-11-25,Santo André,1,1,Náutico,Bruno José Daniel,,
2006,38,2006-11-25,Sport,2,3,Portuguesa,Ilha do Retiro,,
2006,38,2006-11-25,Paysandu,4,1,Marília,Mangueirão,,
2006,38,2006-11-25,Ituano,4,1,Ceará,Novelli Júnior,,
2006,38,2006-11-25,Vila Nova,1,5,Guarani,Jonas Duarte (*PF),,
2006,38,2006-11-25,Brasiliense,3,4,Paulista,Boca do Jacaré,,
2006,38,2006-11-25,Coritiba,4,2,Avaí,Couto Pereira,,
2006,38,2006-11-25,CRB,2,1,Remo,Rei Pelé,,
2006,38,2006-11-25,São Raimundo,2,0,Gama,Vivaldão,,
