"Ano","Pos","Pts","Rodada","Clube"
2006,20,0,1,"Corinthians"
2006,20,0,2,"Palmeiras"
2006,20,0,3,"Palmeiras"
2006,20,0,4,"Palmeiras"
2006,20,7.6,5,"Palmeiras"
2006,20,12.6666666666667,6,"Santa Cruz"
2006,20,10.8571428571429,7,"Santa Cruz"
2006,20,14.25,8,"Santa Cruz"
2006,20,12.6666666666667,9,"Santa Cruz"
2006,20,11.4,10,"Santa Cruz"
2006,20,20.7272727272727,11,"Santa Cruz"
2006,20,28.5,12,"Santa Cruz"
2006,20,29.2307692307692,13,"Corinthians"
2006,20,27.1428571428571,14,"Corinthians"
2006,20,32.9333333333333,15,"Corinthians"
2006,20,30.875,16,"Corinthians"
2006,20,35.7647058823529,17,"Santa Cruz"
2006,20,35.8888888888889,18,"Santa Cruz"
2006,20,36,19,"Santa Cruz"
2006,20,34.2,20,"Santa Cruz"
2006,20,32.5714285714286,21,"Santa Cruz"
2006,20,31.0909090909091,22,"Santa Cruz"
2006,20,29.7391304347826,23,"Santa Cruz"
2006,20,28.5,24,"Santa Cruz"
2006,20,31.92,25,"Santa Cruz"
2006,20,35.0769230769231,26,"Santa Cruz"
2006,20,33.7777777777778,27,"Santa Cruz"
2006,20,32.5714285714286,28,"Santa Cruz"
2006,20,31.448275862069,29,"Santa Cruz"
2006,20,30.4,30,"Santa Cruz"
2006,20,29.4193548387097,31,"Santa Cruz"
2006,20,29.6875,32,"Santa Cruz"
2006,20,28.7878787878788,33,"Santa Cruz"
2006,20,31.2941176470588,34,"Santa Cruz"
2006,20,30.4,35,"Santa Cruz"
2006,20,29.5555555555556,36,"Santa Cruz"
2006,20,28.7567567567568,37,"Santa Cruz"
2006,20,28,38,"Santa Cruz"
2007,20,0,1,"Grêmio"
2007,20,0,2,"Goiás"
2007,20,0,3,"Internacional"
2007,20,28.5,4,"América-RN"
2007,20,22.8,5,"América-RN"
2007,20,25.3333333333333,6,"América-RN"
2007,20,21.7142857142857,7,"América-RN"
2007,20,19,8,"América-RN"
2007,20,16.8888888888889,9,"América-RN"
2007,20,22.8,10,"Náutico"
2007,20,24.1818181818182,11,"Náutico"
2007,20,22.1666666666667,12,"Náutico"
2007,20,29.2307692307692,13,"Náutico"
2007,20,27.1428571428571,14,"Náutico"
2007,20,25.3333333333333,15,"América-RN"
2007,20,23.75,16,"América-RN"
2007,20,22.3529411764706,17,"América-RN"
2007,20,21.1111111111111,18,"América-RN"
2007,20,20,19,"América-RN"
2007,20,19,20,"América-RN"
2007,20,18.0952380952381,21,"América-RN"
2007,20,17.2727272727273,22,"América-RN"
2007,20,16.5217391304348,23,"América-RN"
2007,20,15.8333333333333,24,"América-RN"
2007,20,16.72,25,"América-RN"
2007,20,16.0769230769231,26,"América-RN"
2007,20,16.8888888888889,27,"América-RN"
2007,20,17.6428571428571,28,"América-RN"
2007,20,20.9655172413793,29,"América-RN"
2007,20,20.2666666666667,30,"América-RN"
2007,20,19.6129032258065,31,"América-RN"
2007,20,19,32,"América-RN"
2007,20,18.4242424242424,33,"América-RN"
2007,20,17.8823529411765,34,"América-RN"
2007,20,18.4571428571429,35,"América-RN"
2007,20,17.9444444444444,36,"América-RN"
2007,20,17.4594594594595,37,"América-RN"
2007,20,17,38,"América-RN"
2008,20,0,1,"Vitória"
2008,20,0,2,"Ipatinga"
2008,20,12.6666666666667,3,"Ipatinga"
2008,20,9.5,4,"Fluminense"
2008,20,7.6,5,"Fluminense"
2008,20,12.6666666666667,6,"Fluminense"
2008,20,10.8571428571429,7,"Fluminense"
2008,20,14.25,8,"Fluminense"
2008,20,12.6666666666667,9,"Fluminense"
2008,20,22.8,10,"Fluminense"
2008,20,24.1818181818182,11,"Ipatinga"
2008,20,22.1666666666667,12,"Ipatinga"
2008,20,29.2307692307692,13,"Ipatinga"
2008,20,27.1428571428571,14,"Ipatinga"
2008,20,32.9333333333333,15,"Ipatinga"
2008,20,30.875,16,"Ipatinga"
2008,20,29.0588235294118,17,"Ipatinga"
2008,20,27.4444444444444,18,"Ipatinga"
2008,20,32,19,"Ipatinga"
2008,20,30.4,20,"Ipatinga"
2008,20,30.7619047619048,21,"Ipatinga"
2008,20,34.5454545454545,22,"Ipatinga"
2008,20,34.695652173913,23,"Ipatinga"
2008,20,33.25,24,"Ipatinga"
2008,20,34.96,25,"Portuguesa"
2008,20,35.0769230769231,26,"Ipatinga"
2008,20,36.5925925925926,27,"Fluminense"
2008,20,35.2857142857143,28,"Vasco"
2008,20,35.3793103448276,29,"Ipatinga"
2008,20,34.2,30,"Vasco"
2008,20,34.3225806451613,31,"Ipatinga"
2008,20,33.25,32,"Ipatinga"
2008,20,35.6969696969697,33,"Ipatinga"
2008,20,34.6470588235294,34,"Ipatinga"
2008,20,36.9142857142857,35,"Ipatinga"
2008,20,35.8888888888889,36,"Ipatinga"
2008,20,34.9189189189189,37,"Ipatinga"
2008,20,35,38,"Ipatinga"
2009,20,0,1,"Flamengo"
2009,20,0,2,"Coritiba"
2009,20,12.6666666666667,3,"Atlético-PR"
2009,20,9.5,4,"Coritiba"
2009,20,7.6,5,"Atlético-PR"
2009,20,25.3333333333333,6,"Avaí"
2009,20,27.1428571428571,7,"Atlético-PR"
2009,20,28.5,8,"Botafogo"
2009,20,29.5555555555556,9,"Avaí"
2009,20,26.6,10,"Avaí"
2009,20,31.0909090909091,11,"Náutico"
2009,20,28.5,12,"Náutico"
2009,20,29.2307692307692,13,"Náutico"
2009,20,29.8571428571429,14,"Náutico"
2009,20,27.8666666666667,15,"Náutico"
2009,20,26.125,16,"Fluminense"
2009,20,29.0588235294118,17,"Sport"
2009,20,27.4444444444444,18,"Sport"
2009,20,26,19,"Sport"
2009,20,24.7,20,"Sport"
2009,20,28.9523809523809,21,"Fluminense"
2009,20,27.6363636363636,22,"Fluminense"
2009,20,28.0869565217391,23,"Fluminense"
2009,20,28.5,24,"Fluminense"
2009,20,27.36,25,"Fluminense"
2009,20,30.6923076923077,26,"Fluminense"
2009,20,29.5555555555556,27,"Fluminense"
2009,20,29.8571428571429,28,"Fluminense"
2009,20,32.7586206896552,29,"Fluminense"
2009,20,32.9333333333333,30,"Fluminense"
2009,20,33.0967741935484,31,"Fluminense"
2009,20,35.625,32,"Fluminense"
2009,20,34.5454545454545,33,"Sport"
2009,20,33.5294117647059,34,"Sport"
2009,20,33.6571428571429,35,"Sport"
2009,20,32.7222222222222,36,"Sport"
2009,20,31.8378378378378,37,"Sport"
2009,20,31,38,"Sport"
2010,20,0,1,"Grêmio Prudente"
2010,20,0,2,"Goiás"
2010,20,0,3,"Goiás"
2010,20,9.5,4,"Goiás"
2010,20,7.6,5,"Atlético-GO"
2010,20,6.33333333333333,6,"Atlético-GO"
2010,20,21.7142857142857,7,"Atlético-GO"
2010,20,19,8,"Atlético-GO"
2010,20,16.8888888888889,9,"Atlético-GO"
2010,20,26.6,10,"Atlético-GO"
2010,20,24.1818181818182,11,"Atlético-GO"
2010,20,25.3333333333333,12,"Atlético-GO"
2010,20,26.3076923076923,13,"Atlético-GO"
2010,20,24.4285714285714,14,"Atlético-GO"
2010,20,25.3333333333333,15,"Atlético-GO"
2010,20,30.875,16,"Goiás"
